5.735000000000000000e+03,5.738000000000000000e+03,1.741446242917283893e+00,2.000000000000000000e+00
5.718000000000000000e+03,6.573000000000000000e+03,1.950034439329143110e+00,2.000000000000000000e+00
2.687000000000000000e+03,6.191000000000000000e+03,2.232758904196492367e+00,2.000000000000000000e+00
5.171000000000000000e+03,5.258000000000000000e+03,2.236770152526359023e+00,2.000000000000000000e+00
6.093000000000000000e+03,6.554000000000000000e+03,2.243654134965074043e+00,2.000000000000000000e+00
6.603000000000000000e+03,7.067000000000000000e+03,2.297667658722086781e+00,2.000000000000000000e+00
6.174000000000000000e+03,6.178000000000000000e+03,2.321387226063877929e+00,2.000000000000000000e+00
9.545000000000000000e+03,9.547000000000000000e+03,2.323959528593027457e+00,2.000000000000000000e+00
4.484000000000000000e+03,6.193000000000000000e+03,2.354992894109308565e+00,2.000000000000000000e+00
3.920000000000000000e+02,5.673000000000000000e+03,2.360762466939470894e+00,2.000000000000000000e+00
1.682500000000000000e+04,1.684900000000000000e+04,2.374042829578902225e+00,2.000000000000000000e+00
6.072000000000000000e+03,6.120000000000000000e+03,2.374725988560654866e+00,2.000000000000000000e+00
6.183000000000000000e+03,7.085000000000000000e+03,2.381814282745916334e+00,2.000000000000000000e+00
8.520000000000000000e+02,2.709000000000000000e+03,2.430356741567225587e+00,2.000000000000000000e+00
2.660000000000000000e+03,6.039000000000000000e+03,2.440616468100543557e+00,2.000000000000000000e+00
6.608000000000000000e+03,6.861000000000000000e+03,2.454362971418586170e+00,2.000000000000000000e+00
2.203500000000000000e+04,2.206100000000000000e+04,2.487346323365443812e+00,2.000000000000000000e+00
8.730000000000000000e+02,8.920000000000000000e+02,2.512462345797740415e+00,2.000000000000000000e+00
4.057000000000000000e+03,5.340000000000000000e+03,2.519598719691999555e+00,2.000000000000000000e+00
5.652000000000000000e+03,2.382200000000000000e+04,2.529091266904992530e+00,3.000000000000000000e+00
8.147000000000000000e+03,2.382800000000000000e+04,2.566718276514125652e+00,3.000000000000000000e+00
5.200000000000000000e+03,6.233000000000000000e+03,2.576055754986323443e+00,2.000000000000000000e+00
5.712000000000000000e+03,2.384100000000000000e+04,2.599435544883153870e+00,4.000000000000000000e+00
2.155000000000000000e+03,2.183000000000000000e+03,2.639893275616658208e+00,2.000000000000000000e+00
5.120000000000000000e+02,6.100000000000000000e+03,2.641066648979355946e+00,2.000000000000000000e+00
6.690000000000000000e+03,6.838000000000000000e+03,2.664455310262556331e+00,2.000000000000000000e+00
1.751600000000000000e+04,1.752900000000000000e+04,2.668786000922052981e+00,2.000000000000000000e+00
1.644200000000000000e+04,1.660500000000000000e+04,2.670180797716726229e+00,2.000000000000000000e+00
4.672000000000000000e+03,6.535000000000000000e+03,2.688906867803861456e+00,2.000000000000000000e+00
5.669000000000000000e+03,6.817000000000000000e+03,2.692149174630790842e+00,2.000000000000000000e+00
6.055000000000000000e+03,6.146000000000000000e+03,2.700505450191202250e+00,2.000000000000000000e+00
6.539000000000000000e+03,6.560000000000000000e+03,2.704852286809242834e+00,2.000000000000000000e+00
6.618000000000000000e+03,7.078000000000000000e+03,2.714320452771510794e+00,2.000000000000000000e+00
5.629000000000000000e+03,2.382600000000000000e+04,2.735495721758007370e+00,3.000000000000000000e+00
8.140000000000000000e+02,8.700000000000000000e+02,2.759035610628749691e+00,2.000000000000000000e+00
5.112000000000000000e+03,6.547000000000000000e+03,2.759374934782078626e+00,2.000000000000000000e+00
5.705000000000000000e+03,6.000000000000000000e+03,2.767073742429824623e+00,2.000000000000000000e+00
2.664000000000000000e+03,6.230000000000000000e+03,2.770441723446230409e+00,2.000000000000000000e+00
6.827000000000000000e+03,7.262000000000000000e+03,2.777267983463895362e+00,2.000000000000000000e+00
5.199000000000000000e+03,6.015000000000000000e+03,2.780672613876136623e+00,2.000000000000000000e+00
